datetime,volume,close,low,high,open,MA10,MA20
2020-11-09 06:00:00,154515320,116.32,116.05,121.99,120.5,,
2020-11-10 06:00:00,138023390,115.97,114.13,117.59,115.55,,
2020-11-11 06:00:00,112294954,119.49,116.44,119.63,117.19,,
2020-11-12 06:00:00,103350674,119.21,118.57,120.53,119.62,,
2020-11-13 06:00:00,81688586,119.26,117.87,119.6717,119.44,,
2020-11-16 06:00:00,91183018,120.3,118.146,120.99,118.92,,
2020-11-17 06:00:00,74270973,119.39,118.96,120.6741,119.55,,
2020-11-18 06:00:00,76322111,118.03,118.0,119.82,118.61,,
2020-11-19 06:00:00,74112972,118.64,116.81,119.06,117.59,,
2020-11-20 06:00:00,73604287,117.34,117.29,118.77,118.64,118.39500000000001,
2020-11-23 06:00:00,127959318,113.85,113.75,117.6202,117.18,118.148,
2020-11-24 06:00:00,113874218,115.17,112.59,115.85,113.91,118.06800000000001,
2020-11-25 06:00:00,76499234,116.03,115.17,116.75,115.55,117.72200000000001,
2020-11-27 06:00:00,46691331,116.59,116.22,117.49,116.57,117.46,
2020-11-30 06:00:00,169410180,119.05,116.81,120.97,116.97,117.439,
2020-12-01 06:00:00,128166803,122.72,120.01,123.4693,121.01,117.681,
2020-12-02 06:00:00,89004195,123.08,120.89,123.37,122.02,118.05,
2020-12-03 06:00:00,78967630,122.94,122.21,123.78,123.52,118.54099999999998,
2020-12-04 06:00:00,78260421,122.25,121.52,122.8608,122.6,118.902,
2020-12-07 06:00:00,86711990,123.75,122.25,124.57,122.31,119.54299999999998,118.96900000000001
2020-12-08 06:00:00,82225512,124.38,123.09,124.98,124.37,120.596,119.37199999999999
2020-12-09 06:00:00,115089193,121.78,121.0,125.95,124.53,121.25699999999999,119.6625
2020-12-10 06:00:00,81312170,123.24,120.15,123.87,120.5,121.978,119.85
2020-12-11 06:00:00,86939786,122.41,120.55,122.76,122.43,122.56000000000002,120.01000000000002
2020-12-14 06:00:00,79075988,121.78,121.54,123.35,122.6,122.83300000000001,120.136
2020-12-15 06:00:00,157572260,127.88,124.13,127.9,124.34,123.349,120.51499999999999
2020-12-16 06:00:00,98208591,127.81,126.56,128.37,127.41,123.82199999999997,120.93599999999999
2020-12-17 06:00:00,94359811,128.7,128.045,129.58,128.9,124.398,121.46950000000001
2020-12-18 06:00:00,192541500,126.655,126.12,129.1,128.96,124.8385,121.87024999999998
2020-12-21 06:00:00,121251553,128.23,123.449,128.31,125.02,125.2865,122.41475
2020-12-22 06:00:00,169351830,131.88,129.65,134.405,131.61,126.0365,123.31625
2020-12-23 06:00:00,88223692,130.96,130.78,132.43,132.16,126.95450000000001,124.10575000000001
2020-12-24 06:00:00,54930064,131.97,131.1,133.46,131.32,127.82750000000001,124.90275
